Finished,ResponseId,UserLanguage,CF2,country,D1,D2,D2 CODINGS,D3,D3_13_TEXT,D7,D7_9_TEXT,Q59,Q59_13_TEXT,Q178,Q179,Q180,C3,C3_16_TEXT,C3_12_TEXT,Q182,Q182_23_TEXT,Q181,Q184,Q57,C4,C4 CODINGS,Q58_1,Q58_2,Q58_3,Q58_4,Q58_5,Q58_6,Q58_7,Q189,Q189_9_TEXT,Q191,Q191 CODINGS,Q192,Q192_9_TEXT,Q195,Q196,Q196_9_TEXT,Q198,Q199,Q199_9_TEXT,Q201,Q202,Q202_9_TEXT,Q204,Q205,Q205_9_TEXT,Q207,Q208_1,Q208_2,Q208_3,Q208_4,Q208_5,Q208_6,Q208_7,Q208_8,Q208_9,Q56_1,Q56_2,Q56_3,Q56_4,Q56_5,Q56_6,Q56_7,Q56_8,Q56_9,Q210,Q185,Q185_21_TEXT,C2_1,C2_2,C2_3,C2_4,C2_5,C2_6,C2_7,C2_8,C2_9,C2_10,C2_11,C2_12,Q60,Q186_1,Q186_2,Q186_3,Q186_4,Q186_5,Q186_6,Q186_7,Q186_8,Q186_9,Q186_10,Q186_11,Q186_12,Q61
TRUE,89,EN,I agree to participate in the described study.,Switzerland,15,"telecommunication, health care, ERP","['Business', 'Healthcare', 'Communication']","Programmer,Project Technical Lead,Researcher",,"Web applications,Development tools (compilers, programming languages, etc.)",,"Python,C++,Java,SQL",,Yes,3 - Proficient: I can use AI to effectively assist in some way for most tasks,"Code Generation,Code Debugging,Code Review","Gemini,Copilot,AI-integrated IDE (e.g. Windsurf) (please specify)",Gemini Code Assist,,"Web interfaces,IDE plugins/extensions",,Multiple times daily,Slightly increased productivity,Yes,"I primarily use Gemini, Gemini Code Assist, and Copilot. The IDE plugins are very good at code completion, helping a lot by proposing code snippets and assisting with variable names. I also use Gemini as a code-reviewing tool. It can provide valuable feedback on how to improve a given code snippet. They have become my coding partners.","['Speed_up_coding', 'Code_generation', 'Real_time_guidance', 'Collaboration_or_ideation_partner']",Use occasionally,Never heard of it,Heard of it but don't use,Use occasionally,Use occasionally,Use regularly,Heard of it but don't use,"Example inputs and expected outputs,Specific libraries or frameworks to use",,,,,,,,,,"Full error messages and stack traces,Previously attempted solutions,Related logs or console output,Other (please specify):",erroneous code snippet,,,,,Code to be reviewed with context,,,Often,Sometimes,Rarely,Rarely,Sometimes,Often,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Rarely,Rarely,Rarely,Never,Never,Sometimes,Rarely,2-3,"Bug fixing (e.g. resolving exceptions, fixing logical errors),Code quality evaluation (e.g. style, maintainability, complexity),Functional / performance assessment (e.g. efficiency, potential bugs, security vulnerabilities),Others (please specify)",generating test input,Somewhat unreliable,Unsure / Haven’t tried,,,,,Somewhat reliable,Somewhat unreliable,,,Somewhat reliable,Somewhat reliable,"test input, test case generation - they are pretty reliable if the prompt is good",Sometimes,Sometimes,,,,,Always,Sometimes,,,Rarely,Sometimes,
TRUE,90,EN,I agree to participate in the described study.,United States of America,4,"Healthcare, Security","['Security', 'Healthcare']","Programmer,Tester,Software Architect,Project Technical Lead,Project Manager",,"Web applications,Desktop applications",,"Python,Java,C#",,Yes,"2 - Somewhat proficient: I find AI tools occasionally useful, but limited and unreliable","Code Generation,Code Debugging","ChatGPT,Gemini",,,"Web interfaces,IDE plugins/extensions",,Multiple times daily,No noticeable change,Unsure,,,Heard of it but don't use,Never heard of it,Use occasionally,Heard of it but don't use,Use occasionally,Use occasionally,Never heard of it,"Example inputs and expected outputs,Implementation alternatives to consider or avoid,Description of existing codebase architecture",,,,,,,,,,"Full error messages and stack traces,Steps to reproduce the issue,Environment details and configurations,Related logs or console output,Other (please specify):",relevant code,,,,,,,,Sometimes,Often,Sometimes,Often,Often,Often,Rarely,Sometimes,Never,Often,Often,Rarely,Sometimes,Sometimes,Often,Often,Often,Often,4-6,"Setting up structural code (e.g. boilerplate, function headers, imports),Implementing new code components (e.g. includes creating data structures, writing functions),Issue diagnosis (e.g. understanding errors, identifying root causes)",,Unsure / Haven’t tried,Unsure / Haven’t tried,,,,,Somewhat reliable,Somewhat reliable,,,,,,Sometimes,Sometimes,,,,,Sometimes,Sometimes,,,,,
TRUE,91,EN,I agree to participate in the described study.,United States of America,15,"Finance, General, IT","['Finance', 'Technology', 'Unclear']","Programmer,Software Architect,Project Technical Lead,IT Manager,Consultant,Educator,Researcher,Analyst",,"Web applications,Desktop applications,Middleware,Libraries/frameworks",,"Python,Java,JavaScript,SQL",,Yes,"2 - Somewhat proficient: I find AI tools occasionally useful, but limited and unreliable","Code Generation,Code Refactoring,Code Documentation","ChatGPT,Gemini,Copilot,AI-integrated IDE (e.g. Windsurf) (please specify)",VS Code,,Web interfaces,,A few times per week,Slightly increased productivity,Yes,,,Use occasionally,Use occasionally,Never heard of it,Heard of it but don't use,Use occasionally,Use occasionally,Use occasionally,"Example inputs and expected outputs,Performance or optimization requirements,Implementation alternatives to consider or avoid,Error handling expectations,Target environment or deployment constraints,Description of existing codebase architecture,Desired code style and naming conventions",,,,"The original code with explanatory comments,Description of current issues and refactoring goals,Architectural constraints and style guidelines,Examples of similar code you consider well-structured,Code that should remain unchanged during refactoring,Performance requirements or benchmarks,Specific refactoring patterns to apply",,,,,,,,,"Code with functionality explanation,Target audience information and technical level,Examples of desired documentation style,Documentation format requirements,Existing documentation that needs updating,Usage examples and scenarios",,,,,,Sometimes,Often,Rarely,Rarely,Rarely,Often,Rarely,Rarely,Sometimes,Often,Often,Sometimes,Rarely,Often,Often,Often,Sometimes,Often,Unsure,"Setting up structural code (e.g. boilerplate, function headers, imports),Implementing new code components (e.g. includes creating data structures, writing functions),Optimizing existing code (e.g. performance improvements, reducing complexity),Standardizing and cleaning code (e.g. style improvements, naming conventions, removing duplication),Code-level documentation (e.g. functions, classes, inline comments),Project-level documentation (e.g. READMEs, architecture docs, API docs)",,Somewhat unreliable,Somewhat unreliable,Somewhat reliable,Somewhat reliable,,,,,Somewhat reliable,Somewhat reliable,,,,Often,Often,Often,Often,,,,,Sometimes,Often,,,
TRUE,92,EN,I agree to participate in the described study.,Colombia,18,"Banking, cybersecurity","['Security', 'Banking']","Programmer,Project Technical Lead,Project Manager,Consultant",,"Web applications,Desktop applications,Middleware",,"Python,Java,JavaScript,SQL",,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,93,EN,I agree to participate in the described study.,United States of America,10,"car dealing, marketing, environment protection","['Marketing', 'Sales', 'Environmental protection']","Programmer,Software Architect,Researcher",,"Web applications,Desktop applications,Libraries/frameworks",,"Python,Java,SQL",,Yes,3 - Proficient: I can use AI to effectively assist in some way for most tasks,"Code Generation,Software Testing ","ChatGPT,Claude,Copilot",,,"Web interfaces,IDE plugins/extensions",,Once daily,Slightly increased productivity,Yes,"AI tools have enabled me to develop software features more quickly without needing to worry about programming language syntax or libraries/API knowledge. However, the AI assistant still lacks understanding of how to improve code quality, architecture, and purpose for the final product. It mainly helps me complete functions by replacing tasks like querying Stack Overflow or offering general solution options. I find AI assistants useful for generating software tests, but I still need to guide the process, which takes about the same time as not using AI. Nevertheless, some test scenarios proposed by the AI are interesting, so it’s worth the effort.",,Use regularly,Heard of it but don't use,Never heard of it,Heard of it but don't use,Use occasionally,Heard of it but don't use,Use occasionally,"Example inputs and expected outputs,Description of existing codebase architecture,Others (please specify):",Task description for a specific function or method,"Usually, I have part of my code and know the functionality I want in a class or component, so I provide a full description to the model explaining inputs and outputs.",,,,,"Code to be tested with specifications,Examples of test cases (inputs-output mappings),Performance or resource constraints for tests",,"I mainly provide the functional method and a description, then I ask for feasible tests.",,,,,,,,,,Sometimes,Often,Often,Rarely,Sometimes,Often,Sometimes,Rarely,Rarely,Often,Often,Sometimes,Rarely,Often,Sometimes,Rarely,Never,Never,4-6,"Implementing new code components (e.g. includes creating data structures, writing functions),Test creation and implementation (e.g. unit, integration, end-to-end test code),Others (please specify)",Bug fixing,Somewhat unreliable,Somewhat unreliable,,,Somewhat reliable,Somewhat reliable,,,,,,,Software update or software patching. When implementing a new feature or refactoring.,Rarely,Often,,,Sometimes,Sometimes,,,,,,,The AI is not accurate in using the correct library or the library version. The AI also misses design patterns.
TRUE,94,EN,I agree to participate in the described study.,United States of America,5,"Cybersecurity, low-level development (os/kernel)","['Security', 'Systems']","Programmer,Project Manager,Other (please specify)",Student ,"Operating systems,Desktop applications,Development tools (compilers, programming languages, etc.)",,"C++,C,Java",,Yes,"4 - Very proficient: With time, I can almost always get the desired output for most tasks","Software Testing ,Code Debugging","ChatGPT,Gemini,Copilot",,,"Web interfaces,IDE plugins/extensions",,A few times per week,Slightly increased productivity,Yes,The most significant impact is that is has reduced the amount of time I need to spend searching the web for an answer to a small problem.  I use it fairly extensively as a replacement for documentation of library functions as it is easier to find and to use than spending hours scrolling through esoteric documentation.  I have also found it to be a useful tool for debugging simple problems.  ,"['Use_unfamiliar_languages', 'Saves_time_or_boosts_productivity', 'Speed_up_coding', 'APIs_easier_to_use', 'Ask_AI_instead_of_web_search', 'Test_Case_Generation']",Use occasionally,Never heard of it,Heard of it but don't use,Use occasionally,Use regularly,Heard of it but don't use,Use occasionally,,,,"['Include_maximum_detail', 'Clarify_requirements_or_output']",,,,"Code to be tested with specifications,Mocking or dependency handling instructions,Environment setup requirements",,,"Full error messages and stack traces,Environment details and configurations,Related logs or console output",,"Frankly, I most often use it to handle minute memory allocation issues with programs like address sanitizer or valgrind.  I could solve these issues on my own with a bit of digging, but it is simply faster and easier to have a Gen AI find these errors for me.  ",,,,,,,Sometimes,Often,Often,Rarely,Rarely,Sometimes,Rarely,Often,Sometimes,Often,Often,Sometimes,Rarely,Sometimes,Sometimes,Often,Sometimes,Sometimes,4-6,"Issue diagnosis (e.g. understanding errors, identifying root causes)",,,,,,Somewhat reliable,Somewhat unreliable,Somewhat unreliable,Somewhat reliable,,,,,N/a,,,,,Sometimes,Often,Often,Sometimes,,,,,
TRUE,95,EN,I agree to participate in the described study.,United States of America,4,"Finance, Academia","['Finance', 'Research']","Programmer,Tester,Project Technical Lead,Educator,Researcher",,"Web applications,AI-intensive systems,Libraries/frameworks",,Python,,No,,,,,,,,,,,,"['APIs_easier_to_use', 'Saves_time_or_boosts_productivity', 'Ask_AI_instead_of_web_search']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,96,EN,I agree to participate in the described study.,United States of America,10,Developer Tools,['Software'],Researcher,,"Development tools (compilers, programming languages, etc.)",,"C,Java,Others (please specify)",TypeScript,Yes,"2 - Somewhat proficient: I find AI tools occasionally useful, but limited and unreliable",Code Generation,Gemini,,,"Web interfaces,IDE plugins/extensions",,A few times per month,No noticeable change,Unsure,,,Use occasionally,Heard of it but don't use,Heard of it but don't use,Never heard of it,Heard of it but don't use,Use occasionally,Heard of it but don't use,"Specific libraries or frameworks to use,Implementation alternatives to consider or avoid,Error handling expectations,Target environment or deployment constraints,Others (please specify):",Existing codebase,,,,,,,,,,,,,,,,,,Sometimes,Rarely,Sometimes,Never,Never,Often,Never,Often,Never,Often,Sometimes,Rarely,Never,Rarely,Often,Rarely,Rarely,Rarely,4-6,"Setting up structural code (e.g. boilerplate, function headers, imports),Implementing new code components (e.g. includes creating data structures, writing functions)",,Very unreliable,Somewhat reliable,,,,,,,,,,,"Implementing features with a straightforward specification: somewhat reliable

Implementing features that require any kind of semantic reasoning to get correct (e.g., ""maintain invariant Y while adding feature X""): very unreliable",Sometimes,Often,,,,,,,,,,,"Doing the wrong thing. I've found that especially when I want to do something that's slightly atypical for the problem domain (e.g., because of some specific requirement of the system), the AI will often confidently provide code that ignores that atypical requirement. That is, it will follow the ""garden path"" design even when there's a clear reason (and prompt!) not to do so, if otherwise the thing it's being asked to do is close to something that's common."
TRUE,97,EN,I agree to participate in the described study.,Colombia,15,"financial, merchandising","['Finance', 'Marketing']","Software Architect,Project Technical Lead",,"Web applications,Middleware,Others (please specify)","backend, data","Python,Java",,Yes,"4 - Very proficient: With time, I can almost always get the desired output for most tasks","Code Generation,Code Refactoring,Software Testing ,Code Debugging,Code Documentation,Code Review","ChatGPT,Claude,Copilot",,,"Web interfaces,IDE plugins/extensions,Command line tools,API integration with development pipelines",,Multiple times daily,Slightly increased productivity,Yes,"I use AI tools to check software requirements, to identify design patterns, to check best practices, to code, to refactor, to review code.
A good prompt is relevant to get a good output.",,Use regularly,Use occasionally,Use occasionally,Never heard of it,Use occasionally,Heard of it but don't use,Use regularly,"Example inputs and expected outputs,Specific libraries or frameworks to use,Implementation alternatives to consider or avoid,Error handling expectations,Desired code style and naming conventions,Others (please specify):","clean code, best practices",,,"The original code with explanatory comments,Architectural constraints and style guidelines,Examples of similar code you consider well-structured,Code that should remain unchanged during refactoring",,,"Code to be tested with specifications,Edge cases and expected behaviors,Testing framework preferences and assertion styles",,,"Full error messages and stack traces,Steps to reproduce the issue,Related logs or console output,System architecture or component interactions",,,"Code with functionality explanation,Examples of desired documentation style",,,"Project coding standards and guidelines,Related system components or dependencies",,,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Often,Rarely,Rarely,Often,Sometimes,Often,Often,Rarely,4-6,"Designing software and code architectures (e.g. software design, architectural patterns),Setting up structural code (e.g. boilerplate, function headers, imports),Implementing new code components (e.g. includes creating data structures, writing functions),Optimizing existing code (e.g. performance improvements, reducing complexity),Standardizing and cleaning code (e.g. style improvements, naming conventions, removing duplication),Test creation and implementation (e.g. unit, integration, end-to-end test code),Issue diagnosis (e.g. understanding errors, identifying root causes),Bug fixing (e.g. resolving exceptions, fixing logical errors),Code-level documentation (e.g. functions, classes, inline comments),Code quality evaluation (e.g. style, maintainability, complexity)",,Very unreliable,Somewhat reliable,Somewhat reliable,Unsure / Haven’t tried,Somewhat unreliable,Somewhat unreliable,Somewhat reliable,Very unreliable,Somewhat reliable,Somewhat reliable,Somewhat reliable,Somewhat unreliable,,Sometimes,Often,Sometimes,Sometimes,Often,Sometimes,Rarely,Sometimes,Rarely,Rarely,Sometimes,Rarely,
,98,,,,,,,,,,,,,,,,,,,,,,,,,"['Code_generation', 'Prompt_engineering', 'Project_architecture_or_design', 'More_clean_and_organized_code', 'Refactoring']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
